hour_of_day,day_of_week,hours_from_typical_login_time,is_thailand,is_new_country,country_change_count_30d,is_new_device,is_new_user_agent_family,log_minutes_since_last_login,login_count_24h,failed_logins_24h,passkey_count,passkey_age_days,new_passkey_recently_added,passkey_last_used_days,concurrent_session_count,active_subsystem_count,weekday_usage_score,scope_sensitivity_score,ever_changed_permission,permission_change_age,confirmed_incident_count,impossible_travel_score,label
23,5,8.476752094029333,1,0,0,1,1,4.671788358047456,1,0,0,0,0,0,3,2,0.776,0.403,1,206.8,0,0.106,1
11,1,2,1,0,0,0,0,-0.9188776669717926,1,0,1,390.39043377176944,1,6.774753897851888,1,1,0.143,0.934,1,17.6,0,0.026,0
18,4,1,1,0,0,0,0,3.832666838572581,4,0,0,0,0,0,0,2,0.23,0.871,1,118.4,0,0.044,0
11,2,0,1,0,0,0,0,0.44348851575183,2,0,1,12.619164116811838,0,5.175018394458016,0,0,0.006,0.0,0,365.0,0,0.044,0
18,2,0,1,0,0,0,0,3.1366098708492736,4,0,1,202.39318078085128,0,3.035147118372994,0,0,0.478,0.718,0,365.0,0,0.013,0
12,5,0,1,0,0,0,0,2.4045190165379102,6,0,1,208.4216065791327,0,3.057475254240254,2,1,0.765,0.0,1,137.0,0,0.024,0
14,2,2,1,0,0,0,0,2.957529043617553,6,0,0,0,0,0,3,0,0.025,0.0,0,365.0,0,0.037,0
9,3,0,1,0,0,0,0,1.6991064799914648,3,0,1,65.63779608984716,0,4.436295383737857,0,0,0.58,0.0,1,315.9,0,0.029,0
17,3,1,1,0,0,1,1,-0.3082053415956416,5,0,1,334.958621469456,0,10.220248565029689,1,0,0.295,0.903,1,60.3,0,0.0,0
10,1,1,1,0,0,0,0,-0.45219006329195555,1,0,2,98.52838056547687,0,2.9743359040388535,1,1,0.505,0.0,0,365.0,0,0.008,0
17,2,0,1,0,0,0,0,4.163853776344263,2,0,1,119.58345222537987,0,10.345987876678018,0,1,0.463,0.555,1,126.2,0,0.047,0
10,2,0,1,0,0,0,0,4.017181638286583,5,0,0,0,0,0,1,0,0.053,0.642,1,139.3,0,0.026,0
11,6,2,1,0,0,0,0,-0.39991296001637533,2,0,3,114.49739155600864,0,1.9128146093380765,0,0,0.051,0.786,0,365.0,0,0.027,0
21,2,1.941767265141086,1,0,0,0,0,-1.3811004368530588,200,5,0,0,0,0,10,3,0.54,0.0,1,13.2,0,0.014,1
21,6,0.12853928900391276,1,0,0,0,0,-1.2258724125832567,20,15,0,0,0,0,20,2,0.449,0.0,0,365.0,0,0.156,1
1,3,9.101421207491367,1,0,0,1,0,4.383169878619485,3,0,1,40.0237687868455,0,263.5783216107517,1,1,0.769,0.29,0,365.0,0,0.107,1
16,3,1,1,0,0,0,0,5.619856719094603,2,0,0,0,0,0,1,2,0.484,0.637,1,109.4,0,0.034,0
7,0,2,1,0,0,0,0,4.011498763979463,3,0,1,117.4701271450243,0,3.4557511334907347,1,0,0.19,0.619,1,359.8,0,0.012,0
23,5,0,1,0,0,0,0,6.972124084379334,3,0,3,14.436052903576835,0,5.204396010190196,0,1,0.308,0.662,1,273.1,0,0.042,0
12,5,0,1,0,0,0,0,1.3040862516289433,1,0,0,0,0,0,0,2,0.305,0.858,0,365.0,0,0.015,0
3,4,1,1,0,0,0,0,4.787106836334,5,0,0,0,0,0,2,0,0.601,0.516,1,67.6,0,0.007,0
11,3,3,1,0,0,0,0,1.496427551741034,3,0,1,73.82709990423817,0,2.651597093308777,0,0,0.111,0.0,0,365.0,0,0.045,0
9,5,0,1,0,0,0,0,4.341903406546389,5,0,1,302.2485789516476,0,5.044053034502296,0,1,0.453,0.689,1,59.9,0,0.018,0
14,2,0,1,0,0,0,0,1.5586523422134348,4,0,1,52.27178113504467,0,8.49245533390594,2,1,0.172,0.213,0,365.0,0,0.012,0
13,3,0,1,0,1,0,0,2.875573545523544,2,0,0,0,0,0,0,1,0.337,0.347,1,18.1,0,0.016,0
12,4,1,1,0,0,0,0,4.678488499536858,1,0,0,0,0,0,3,0,0.778,0.0,1,245.1,0,0.041,0
17,0,3,1,0,0,0,0,0.7418579498695204,6,0,1,185.81532826519822,0,5.006214591412994,1,2,0.731,0.577,1,99.3,0,0.025,0
11,1,3,1,0,0,0,0,0.2684495945579073,5,0,1,170.23148631532692,0,10.43498431019624,0,0,0.628,0.544,1,217.5,0,0.018,0
19,2,0,1,0,0,0,0,4.2910448624314075,3,0,1,32.857341969712124,0,13.535725745150568,1,2,0.743,0.934,1,278.6,0,0.015,0
13,2,0,1,0,0,0,0,6.000509457093218,1,0,0,0,0,0,1,1,0.58,0.254,1,60.9,1,0.017,0
15,3,1,1,0,0,0,0,5.207642692101722,4,0,0,0,0,0,0,1,0.221,0.0,1,199.6,0,0.025,0
11,6,0,1,0,0,0,0,0.40585097828362393,4,0,1,212.05508740403636,0,12.115576892703428,1,1,0.807,0.0,0,365.0,0,0.017,0
4,1,1,1,0,0,0,0,4.233481128150106,4,0,1,7.273943037201984,0,3.9136659619786753,2,0,0.381,0.882,0,365.0,0,0.026,0
19,4,0,1,0,0,0,0,0.3844198789705544,1,0,1,72.77359556914486,0,7.288053336162107,0,2,0.176,0.195,0,365.0,0,0.004,0
10,6,4.564062545929952,1,0,0,1,1,0.9944086119281663,10,10,0,0,0,0,1,0,0.893,0.0,1,260.3,1,0.069,1
13,2,0,1,0,0,0,0,-0.9815879696340062,3,0,1,158.53382415493797,0,6.79793904474368,1,0,0.691,0.0,0,365.0,0,0.005,0
11,2,0,1,0,0,0,0,2.333610627053715,1,0,2,241.9004233824168,0,10.804423483202386,0,0,0.566,0.706,0,365.0,0,0.011,0
9,3,1,1,0,0,0,0,-0.46779023530996966,2,0,1,75.67527180219189,0,8.529684905011244,0,1,0.701,0.698,0,365.0,0,0.047,0
12,2,0,1,0,0,1,0,4.375089910949197,1,0,3,166.53309670504123,0,8.910404411662606,1,1,0.508,0.0,0,365.0,0,0.002,0
15,3,0,1,0,0,0,0,2.476019939772308,4,0,0,0,0,0,0,1,0.651,0.869,1,285.9,0,0.031,0
3,1,0,1,0,0,0,0,5.505731046481238,3,0,0,0,0,0,1,0,0.021,0.28,1,219.3,0,0.019,0
8,0,1,1,0,0,0,0,0.8568462343740482,4,0,0,0,0,0,2,0,0.335,0.0,1,76.8,0,0.047,0
12,3,0,1,0,0,0,0,3.4257922667123273,1,0,1,103.04787011267996,0,13.532751427683548,1,1,0.085,0.589,1,108.7,0,0.036,0
11,0,3,1,0,0,0,0,6.969078377049999,2,0,0,0,0,0,3,1,0.737,0.0,0,365.0,0,0.005,0
16,2,0,1,0,0,0,0,1.2950815165979739,2,0,0,0,0,0,3,1,0.569,0.91,0,365.0,0,0.006,0
10,1,1,1,0,0,0,0,2.013840320376329,3,0,2,211.49719089533218,0,10.24766454701832,0,0,0.035,0.0,1,299.4,0,0.006,0
0,3,0,1,0,0,0,0,0.8639464991033643,5,0,0,0,0,0,1,1,0.739,0.0,1,289.6,0,0.04,0
19,0,2,1,0,0,0,0,6.09858461613159,6,0,2,57.03339604512992,0,11.103058941530396,1,2,0.216,0.379,0,365.0,0,0.03,0
12,3,1,1,0,0,0,0,2.168671208110985,1,0,1,334.66865390985333,0,10.931323380689953,0,0,0.204,0.0,1,241.2,0,0.036,0
9,4,1,1,0,0,0,0,5.9354002033951465,2,0,0,0,0,0,0,0,0.238,0.0,1,36.3,0,0.025,0
12,1,1,1,0,0,0,0,0.499733156780243,2,0,0,0,0,0,1,1,0.539,0.298,0,365.0,0,0.013,0
12,3,0,1,0,0,0,0,3.1357727556104003,6,0,1,367.7275726751487,0,13.260589016306179,1,1,0.485,0.324,0,365.0,0,0.031,0
15,0,1,1,0,0,0,0,4.829424777614145,5,0,0,0,0,0,1,1,0.87,0.723,0,365.0,0,0.034,0
11,1,0,1,0,0,0,0,-0.6009466401893944,4,2,0,0,0,0,2,1,0.1,0.891,1,143.6,0,0.038,0
10,2,0,1,0,0,0,0,6.980504701079824,5,1,1,94.22593374037116,0,2.496163886147839,0,0,0.458,0.817,1,243.8,0,0.022,0
21,1,0,1,0,0,0,0,4.234685410215998,4,0,0,0,0,0,0,0,0.759,0.373,1,208.1,0,0.004,0
11,3,0,1,0,0,0,0,6.554931524158649,1,0,0,0,0,0,1,0,0.847,0.0,1,11.9,0,0.012,0
12,4,1,1,0,0,0,0,0.5563272939250758,2,0,0,0,0,0,0,2,0.86,0.0,1,352.8,0,0.031,0
13,3,1,1,0,0,0,0,5.6360697199408625,4,0,0,0,0,0,0,0,0.271,0.0,1,192.0,0,0.047,0
13,4,0,1,0,0,0,0,4.107440946923364,2,0,1,155.25972253313995,0,13.691883692676019,2,2,0.038,0.632,0,365.0,0,0.002,0
9,0,0,1,0,0,0,0,5.236443646414025,3,0,0,0,0,0,0,1,0.694,0.263,1,246.0,0,0.019,0
11,6,3,1,0,0,0,0,4.6000542621799365,2,0,2,75.52491520203954,0,12.225484874399491,1,1,0.705,0.294,1,153.9,0,0.049,0
14,1,1,1,0,0,0,0,2.2423031313582324,4,0,0,0,0,0,1,1,0.89,0.0,1,178.9,0,0.043,0
14,1,1,1,0,0,0,0,-0.9318122160219833,2,0,0,0,0,0,2,1,0.313,0.0,1,123.6,0,0.041,0
12,6,0,1,0,0,0,0,3.283410859931208,3,0,1,46.30251706117744,0,12.055922090253798,2,0,0.891,0.0,1,121.1,0,0.021,0
20,1,0,1,0,0,0,0,0.22365789249441104,2,1,0,0,0,0,1,0,0.281,0.608,0,365.0,0,0.043,0
1,2,6.840950193900284,1,0,0,1,0,2.9347317046956194,2,1,0,0,0,0,1,2,0.729,0.358,1,230.1,0,0.132,1
11,5,2,1,0,0,0,0,4.39794739776239,1,0,2,51.66058780607986,0,4.3784150254067775,1,1,0.678,0.217,1,180.3,0,0.035,0
9,0,2,1,0,0,0,0,2.106688890891583,1,0,2,133.85225140238833,0,1.0735466688788815,1,0,0.881,0.44,0,365.0,0,0.035,0
9,5,4.098325329313884,0,0,2,1,0,3.7405467072080802,2,1,1,0.08630159279450687,1,0.0162996156429986,5,5,0.922,0.974,1,0.8,1,0.435,1
8,1,1,1,0,0,0,0,2.5965838730839588,5,0,2,262.0747040198494,0,8.105119631021436,2,0,0.29,0.944,1,96.2,0,0.031,0
11,3,0,1,0,0,0,0,2.6009563059708745,4,1,2,154.5618856694356,0,6.729211089143939,0,1,0.113,0.764,1,236.4,0,0.016,0
17,4,1,1,0,0,0,0,1.14615176711514,6,0,0,0,0,0,3,1,0.863,0.0,0,365.0,0,0.007,0
1,0,1,1,0,0,0,0,4.385583286810515,5,0,0,0,0,0,0,1,0.774,0.615,1,295.4,0,0.007,0
19,3,2,1,0,0,0,0,3.9009938299002584,3,0,0,0,0,0,1,1,0.16,0.633,1,298.6,0,0.032,0
16,2,0,1,0,0,0,0,3.493971767691588,2,0,0,0,0,0,0,0,0.074,0.484,1,124.5,0,0.033,0
12,3,0,1,0,0,0,0,4.666037635118642,3,0,0,0,0,0,0,0,0.133,0.935,1,290.0,0,0.012,0
8,5,0,1,0,0,0,0,3.8558511598143532,1,0,0,0,0,0,1,1,0.896,0.374,1,75.4,0,0.022,0
13,3,3,1,0,0,0,0,4.406377922535292,4,0,3,53.08229165939556,0,5.0119497893855645,3,0,0.671,0.366,0,365.0,0,0.037,0
20,3,0,1,0,0,0,0,-0.7756820131206759,4,0,0,0,0,0,0,1,0.165,0.202,1,280.1,0,0.018,0
14,0,1,1,0,0,0,0,3.093811478811137,2,0,3,274.41388898429034,0,2.1131274948204646,1,1,0.162,0.808,1,233.3,0,0.004,0
13,4,0,1,0,0,0,0,0.5564378198950939,1,0,1,157.29889993967552,0,13.218287017801792,1,2,0.603,0.0,1,338.6,0,0.002,0
20,1,0,1,0,0,0,0,5.365277147698742,1,0,0,0,0,0,2,0,0.197,0.73,1,245.8,0,0.037,0
15,1,1,1,0,0,0,0,3.147929611159359,1,0,0,0,0,0,1,1,0.366,0.596,0,365.0,0,0.021,0
7,1,1,1,0,0,0,0,1.9107878237627327,2,0,2,204.90624316006276,0,0.2535908196856418,2,0,0.036,0.923,0,365.0,0,0.03,0
13,0,0,1,0,0,0,0,5.269882757040118,2,0,0,0,0,0,1,1,0.606,0.0,0,365.0,0,0.003,0
15,2,1,1,0,0,0,0,4.989899676425874,4,0,1,16.83020381049036,0,7.074348150727736,0,1,0.642,0.98,0,365.0,0,0.013,0
9,4,0,1,0,0,1,0,3.139913211600545,3,0,0,0,0,0,0,2,0.71,0.344,1,185.7,0,0.04,0
18,2,2,1,0,0,0,0,-0.6220838493086491,3,1,1,248.70756390736346,0,9.39390806718193,0,2,0.726,0.0,1,68.0,0,0.01,0
20,3,0,1,0,0,0,0,5.200566336235749,1,0,0,0,0,0,0,0,0.549,0.493,1,33.9,0,0.015,0
8,3,3,1,0,0,0,0,-0.30394690274802993,5,0,0,0,0,0,0,0,0.877,0.486,1,161.1,0,0.02,0
19,3,1,1,0,0,0,0,5.978319494427591,3,0,0,0,0,0,0,1,0.741,0.294,1,296.2,0,0.011,0
9,1,0,1,0,0,0,0,5.0052437328237,2,0,0,0,0,0,0,2,0.776,0.535,1,125.3,0,0.05,0
9,4,0,1,0,0,0,0,-0.3675433489733413,1,0,1,75.36100278151167,0,6.3682350891654735,0,0,0.317,0.0,0,365.0,0,0.04,0
21,0,2,1,0,0,0,0,5.71590177297579,2,0,1,204.6210402193904,0,10.348561238327994,1,0,0.356,0.0,1,206.2,0,0.022,0
21,3,1,1,0,0,0,0,2.507106894324444,4,0,0,0,0,0,0,1,0.668,0.128,0,365.0,0,0.019,0
23,0,8.545222376157131,0,1,1,1,1,3.6626451483306477,2,5,1,0.12379178266639619,1,0.15893942053635085,2,3,0.554,0.767,1,1.94,0,0.008,1
19,4,0,1,0,0,0,0,-0.9716344872977416,4,0,0,0,0,0,1,1,0.385,0.0,1,323.2,0,0.027,0
15,0,0,1,0,1,0,0,2.7457375789625678,5,0,1,335.927130530207,0,9.30115555064717,2,0,0.636,0.0,1,264.2,0,0.049,0
15,3,0,1,0,0,0,0,5.575505805752157,3,0,1,265.6097327770773,0,0.5683010253295855,0,0,0.176,0.132,1,353.2,0,0.035,0
13,2,0,1,0,0,0,0,6.671773738329577,2,0,0,0,0,0,0,0,0.091,0.0,1,263.3,0,0.005,0
11,1,0,1,0,0,0,0,2.2992851217826873,3,0,0,0,0,0,1,0,0.717,0.0,0,365.0,0,0.015,0
14,1,0,1,0,0,0,0,4.703807062877381,3,0,0,0,0,0,0,2,0.629,0.0,1,137.7,0,0.014,0
8,1,3.9813391783719814,1,0,0,1,1,-0.5522185914243765,30,10,0,0,0,0,1,2,0.742,0.663,0,365.0,0,0.176,1
9,4,0,1,0,0,0,0,2.3874942488735513,3,0,1,89.01666455021997,0,7.531566771798586,1,1,0.019,0.0,0,365.0,0,0.012,0
22,1,1,1,0,0,0,0,1.3188943715411021,2,0,0,0,0,0,0,1,0.486,0.0,1,281.9,0,0.041,0
12,3,1,1,0,1,0,0,4.354379171923037,3,0,0,0,0,0,1,0,0.781,0.65,1,287.9,0,0.013,0
9,2,0,1,0,0,1,0,2.5421145549578954,1,0,0,0,0,0,0,0,0.125,0.663,1,154.2,0,0.032,0
16,0,1,1,0,0,0,0,4.723836459418141,4,0,0,0,0,0,0,0,0.564,0.0,1,175.7,0,0.048,0
16,4,1,1,0,0,0,0,-0.5249809601293238,2,0,1,248.8749166100479,0,10.538407658089463,2,1,0.756,0.584,0,365.0,0,0.039,0
3,0,0,1,0,0,0,0,0.38965354681628295,1,0,0,0,0,0,0,0,0.694,0.307,1,28.9,0,0.037,0
8,3,0,1,0,0,0,0,3.1799347092520396,1,0,1,134.90411635931534,0,2.3630721259274363,1,0,0.281,0.0,0,365.0,0,0.022,0
18,3,0,1,0,0,0,0,6.3655089538554455,4,0,0,0,0,0,2,0,0.062,0.0,0,365.0,0,0.029,0
16,1,3,1,0,0,0,0,3.830076085396966,2,0,0,0,0,0,1,0,0.673,0.817,1,119.7,0,0.042,0
12,6,0,1,0,1,0,0,0.544303267912845,2,0,1,95.41751326916796,0,8.305107736404777,2,2,0.659,0.743,1,141.1,0,0.043,0
14,1,3.496253751966563,0,1,2,1,1,-0.9321033467680606,1,0,1,81.45059168478019,0,296.02330894049004,2,0,0.937,0.194,1,117.7,0,0.624,1
11,1,1,1,0,0,0,0,6.771877612543041,6,0,0,0,0,0,1,1,0.655,0.644,1,10.2,0,0.015,0
14,5,0,1,0,0,0,0,0.5273383834348628,3,0,0,0,0,0,0,2,0.166,0.106,1,164.4,0,0.036,0
15,4,0,1,0,0,0,0,1.5120805254810685,2,0,1,26.13916806694105,0,0.9434031538802108,0,0,0.529,0.197,1,126.9,0,0.031,0
21,3,0,1,0,1,0,0,0.28793018133328463,1,0,1,359.8623898094475,0,8.338832233444977,0,0,0.569,0.752,0,365.0,0,0.037,0
16,5,0,1,0,0,0,0,6.975655400740936,4,0,0,0,0,0,1,1,0.237,0.0,1,197.6,0,0.042,0
21,3,0,1,0,0,0,0,1.436902735724785,2,0,1,387.19669357541534,0,13.794322016497228,2,1,0.381,0.507,1,173.3,0,0.014,0
14,4,3,1,0,0,0,0,0.3405457787017605,5,0,0,0,0,0,0,0,0.43,0.784,0,365.0,0,0.047,0
8,4,0,1,0,0,0,0,2.4709057790294473,3,0,0,0,0,0,2,0,0.591,0.817,1,244.9,0,0.035,0
17,1,0,1,0,0,0,0,-0.7319491355514209,4,0,1,39.679256141907416,0,11.332005119329178,0,1,0.832,0.293,1,332.7,0,0.025,0
18,4,0,1,0,0,0,0,2.1660298700240883,5,0,0,0,0,0,2,1,0.271,0.0,1,7.3,0,0.014,0
18,4,1,1,0,0,0,0,-0.548791005107768,1,0,0,0,0,0,0,1,0.587,0.807,1,226.8,0,0.045,0
6,2,0,1,0,0,0,0,4.880321118893865,2,0,2,28.705717315355766,0,10.971841602660776,0,2,0.068,0.0,0,365.0,0,0.028,0
14,0,3,1,0,0,0,0,3.285902844071108,2,0,0,0,0,0,0,2,0.322,0.17,0,365.0,0,0.027,0
11,1,0,1,0,0,0,0,6.091484072318537,1,1,1,55.30450059579392,0,2.4186551471485145,0,1,0.125,0.617,1,175.1,0,0.032,0
9,4,0,1,0,0,0,0,3.6282853620043465,6,0,1,244.98377572589104,0,7.227166100560248,1,2,0.439,0.768,1,218.3,1,0.029,0
8,3,0,1,0,0,0,0,-0.6508216072215847,4,0,1,265.81184296432934,0,13.73145394123699,1,0,0.452,0.883,0,365.0,0,0.026,0
12,4,0,1,0,0,0,0,6.7921415177566224,1,0,2,138.80930280024324,0,0.01920789170630166,0,0,0.635,0.638,0,365.0,0,0.043,0
9,6,0,1,0,0,0,0,-0.6252692484221809,1,0,2,50.33305616636253,0,2.05680786864606,1,2,0.229,0.763,1,62.3,0,0.023,0
9,1,0,1,0,0,0,0,5.245055997051527,1,0,1,242.96816834593267,0,10.480519091375996,0,1,0.711,0.681,0,365.0,0,0.03,0
7,2,0,1,0,0,0,0,4.130775030327709,3,0,0,0,0,0,0,0,0.827,0.0,0,365.0,0,0.041,0
12,1,1,1,0,0,0,0,2.762544146169927,1,0,1,355.6297986476415,0,7.848350846268273,0,0,0.035,0.628,0,365.0,0,0.039,0
16,5,1,1,0,0,0,0,4.536672296716883,2,0,0,0,0,0,3,0,0.544,0.438,1,36.8,0,0.048,0
8,0,0,1,0,0,0,0,1.6159283151076735,3,0,0,0,0,0,2,0,0.38,0.0,1,156.6,0,0.03,0
18,0,0,1,0,0,0,0,3.05869551693534,1,0,1,146.1018686191694,0,8.869007843514764,2,1,0.893,0.0,0,365.0,0,0.008,0
10,0,0,1,0,0,0,0,4.747701658700112,5,0,2,65.25776355991685,0,7.228211163669109,1,1,0.837,0.0,0,365.0,0,0.018,0
11,2,0,1,0,0,0,0,5.185180272617755,3,0,0,0,0,0,1,1,0.196,0.0,1,91.2,0,0.023,0
9,4,1,1,0,0,1,1,3.5721389983349257,1,0,0,0,0,0,1,2,0.33,0.363,1,110.1,0,0.032,0
6,2,0,1,0,0,0,0,2.2255911337303464,2,0,3,80.60423441532583,0,1.466393728460145,0,0,0.638,0.61,1,148.5,0,0.029,0
10,3,1,1,0,0,0,0,6.075511459264492,6,0,1,307.2899240762555,0,9.34584798033576,1,2,0.606,0.0,1,232.1,0,0.028,0
10,4,0,1,0,0,0,0,4.091661141188018,2,0,1,347.2730226434488,0,7.139083124363793,1,0,0.507,0.0,1,328.4,0,0.004,0
15,4,0,1,0,0,0,0,2.7810212024286542,3,0,0,0,0,0,3,1,0.287,0.0,1,132.7,0,0.003,0
21,3,0,1,0,0,0,0,3.938531220731666,4,0,1,345.21274234541613,0,3.482158275294486,1,0,0.173,0.0,0,365.0,0,0.015,0
8,0,1,1,0,0,0,0,1.8118777265273769,6,0,0,0,0,0,0,1,0.527,0.797,0,365.0,0,0.021,0
9,6,0,1,0,0,0,0,6.380398052013013,3,0,0,0,0,0,3,1,0.87,0.0,1,179.8,0,0.009,0
15,2,0,1,0,0,0,0,2.821556920693938,6,0,0,0,0,0,0,1,0.282,0.0,1,73.7,0,0.038,0
16,1,0,1,0,0,0,0,2.5906791678166456,5,0,2,257.5649026810217,0,10.825657001038234,3,0,0.69,0.975,1,157.4,0,0.031,0
13,3,0,1,0,0,0,0,6.9801326909802235,1,0,1,72.02343570852679,0,10.85509706851231,1,0,0.89,0.0,0,365.0,0,0.042,0
19,1,1,1,0,0,0,0,2.2175901357549757,1,0,0,0,0,0,0,2,0.783,0.493,0,365.0,0,0.027,0
9,2,1,1,0,0,0,0,2.1215814635498704,4,0,1,158.78353831153564,0,2.314103391115274,0,2,0.828,0.0,0,365.0,0,0.032,0
8,6,5.991629041782982,0,1,4,1,1,-0.8227708570317831,1,0,0,0,0,0,1,1,0.97,0.28,0,365.0,0,0.668,1
14,0,0,1,0,0,0,0,-0.23536556850754575,6,0,1,12.660538862608782,0,4.6630639707801596,1,0,0.325,0.547,1,286.8,0,0.037,0
11,3,0,1,0,0,0,0,1.8677516680450426,3,0,2,13.971211336450576,0,12.90380997946294,0,0,0.24,0.452,1,149.0,0,0.044,0
14,1,1,1,0,0,0,0,1.1846886690098914,4,0,0,0,0,0,0,1,0.594,0.0,0,365.0,0,0.03,0
16,3,0,1,0,0,0,0,2.648610099861032,5,1,1,219.51930975609102,0,0.4984104337838937,1,2,0.464,0.645,1,9.3,1,0.001,0
7,1,1,1,0,0,0,0,1.7945590455406535,4,0,2,113.74804809967283,0,4.098086033901289,0,2,0.216,0.0,1,295.8,0,0.003,0
10,2,0,1,0,0,0,0,-0.9618442475088074,1,0,2,349.72111330198663,0,1.9421202267131343,0,0,0.52,0.996,0,365.0,0,0.016,0
0,4,0,1,0,0,0,0,5.6037462447527595,3,0,2,35.693400562624596,0,12.780927714185957,0,1,0.769,0.0,1,267.0,0,0.021,0
12,2,2,1,0,0,0,0,1.763197506118149,3,0,1,52.698219636127554,0,9.78105866423112,0,0,0.353,0.309,1,205.8,0,0.012,0
16,3,3,1,0,0,0,0,1.0660343463960427,3,0,1,191.44665824175254,0,9.432474594746342,0,0,0.459,0.395,1,179.0,0,0.02,0
14,5,1,1,0,0,0,0,-0.10434638956184461,6,1,1,250.7583092411705,0,12.989247212266987,1,1,0.766,0.935,0,365.0,0,0.007,0
9,4,0,1,0,0,0,0,6.891474023570881,4,0,2,300.5388829740581,0,5.284586188802366,1,2,0.46,0.364,0,365.0,0,0.037,0
1,2,0,1,0,0,0,0,3.9841556695260083,1,0,0,0,0,0,0,2,0.856,0.197,0,365.0,0,0.006,0
12,4,1,1,0,0,0,0,2.728278216245487,4,0,0,0,0,0,0,1,0.683,0.628,0,365.0,0,0.02,0
10,1,1,1,0,0,0,0,2.746601725411675,3,0,1,53.470519598394596,0,13.391698409699227,2,0,0.659,0.814,1,57.6,0,0.04,0
12,6,0,1,0,0,0,0,6.948492172867793,6,0,0,0,0,0,0,0,0.81,0.499,0,365.0,0,0.021,0
18,3,0,1,0,0,0,0,1.7951713794221478,4,0,0,0,0,0,0,0,0.298,0.0,1,110.1,0,0.024,0
17,1,0,1,0,0,0,0,1.0726037895154548,4,0,0,0,0,0,0,0,0.415,0.226,1,38.5,0,0.01,0
14,3,2,1,0,0,0,0,1.473889460505461,2,0,0,0,0,0,0,1,0.491,0.604,1,227.8,0,0.011,0
10,4,0,1,0,0,0,0,-0.10027885636170719,3,0,1,40.13311851362939,0,2.5384183202454746,0,0,0.212,0.18,0,365.0,0,0.028,0
13,6,1,1,0,0,0,0,6.632051037470969,2,0,1,94.9868943754237,0,13.358695446286509,0,0,0.303,0.884,1,52.1,0,0.021,0
2,3,0,1,0,0,0,0,-0.7868938648941217,3,0,0,0,0,0,3,0,0.122,0.719,1,336.2,0,0.01,0
10,3,2,1,0,0,0,0,1.2116296354544867,3,0,1,388.4585435145243,0,10.315601341423022,0,1,0.645,0.249,1,179.0,0,0.01,0
16,2,1,1,0,0,0,0,3.655208885070837,3,0,0,0,0,0,1,2,0.243,0.822,1,56.5,0,0.009,0
13,5,0,1,0,0,1,1,4.2893391666271325,1,1,1,251.960052720101,0,8.773230871471464,2,1,0.107,0.0,0,365.0,0,0.033,0
8,4,1,1,0,0,0,0,3.3061214402780177,2,0,0,0,0,0,1,0,0.64,0.504,1,117.0,0,0.001,0
10,0,0,1,0,1,1,0,1.2667621032907244,3,0,1,102.03478224318947,0,12.867488959650933,0,1,0.19,0.0,1,175.3,0,0.03,0
10,4,0,1,0,0,0,0,3.9657911019897307,4,0,1,225.19172817184298,0,5.065856038573379,0,0,0.296,0.0,1,248.0,0,0.041,0
19,4,0,1,0,0,0,0,3.821855784454022,4,0,0,0,0,0,0,1,0.791,0.859,1,140.5,0,0.049,0
3,0,2,1,0,0,0,0,4.9124523986360895,2,0,0,0,0,0,3,0,0.571,0.624,0,365.0,0,0.049,0
7,2,0,1,0,0,0,0,5.843890690247035,1,0,0,0,0,0,1,0,0.138,0.0,1,281.7,0,0.002,0
8,0,0,1,0,0,0,0,0.30969148127414226,4,0,1,31.738966321108542,0,3.0900204095480164,0,1,0.135,0.151,1,327.5,0,0.003,0
13,1,1,1,0,0,0,0,1.8247050431853662,2,0,0,0,0,0,1,0,0.12,0.846,1,132.0,0,0.033,0
9,2,1,1,0,0,0,0,5.604886231153532,6,0,0,0,0,0,3,2,0.067,0.699,0,365.0,0,0.028,0
13,1,1,1,0,0,0,0,6.359558907121565,4,0,2,126.10227754326598,1,2.073810088520168,0,2,0.269,0.81,1,134.3,0,0.036,0
11,4,0,1,0,0,0,0,4.03777046443342,1,0,0,0,0,0,0,2,0.604,0.15,0,365.0,0,0.002,0
14,2,0,1,0,0,0,0,2.055408299328448,3,0,0,0,0,0,0,1,0.307,0.155,1,138.5,0,0.009,0
3,1,1,1,0,0,0,0,3.451666375235125,3,0,2,228.02788553935505,0,10.993486856235853,0,0,0.588,0.408,1,309.6,0,0.031,0
16,2,0,1,0,0,0,0,6.831278081574796,6,0,2,144.98920006873195,0,13.942702777938074,0,1,0.636,0.906,1,36.1,0,0.018,0
19,0,0,1,0,0,0,0,4.016849592602004,2,0,0,0,0,0,1,0,0.125,0.575,1,76.6,0,0.041,0
2,6,0,1,0,0,0,0,-0.5724060207597841,6,0,0,0,0,0,1,2,0.69,0.0,1,252.7,0,0.006,0
21,0,0,1,0,0,0,0,4.8274209727381105,2,0,1,184.43422322152486,0,7.147402723688083,0,0,0.495,0.632,1,204.0,0,0.006,0
9,3,1,1,0,0,0,0,5.450332413838511,4,0,0,0,0,0,2,1,0.894,0.88,1,310.1,0,0.05,0
4,0,3,1,0,0,0,0,4.9987673792471154,1,0,0,0,0,0,0,1,0.173,0.0,1,283.1,0,0.026,0
