stage,dataset_size,seed,normal_scenario,attack_type,event_challenge_recall,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,mean_attack_mimicry_distance,flagged_poison_rejection_rate,attack_phase_count,attack_sequence_count
hardened_v3_event,50,45,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3315523927390378,0.0,48,12
hardened_v3_event,50,45,normal_staggered,session_replay_chain,0.020833333333333332,0.08333333333333333,0.0,0.08333333333333333,5.0,0.3395085272246153,0.0,48,12
hardened_v3_event,50,45,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3012690964123222,0.0,48,12
hardened_v3_event,50,45,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2783886241104344,0.0,32,8
hardened_v3_event,50,45,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.34191523514379574,1.0,48,12
sequence_v4,50,45,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.30707144672026787,0.0,48,12
sequence_v4,50,45,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3315523927390378,0.0,48,12
sequence_v4,50,45,normal_staggered,session_replay_chain,0.22916666666666666,0.8333333333333334,0.08333333333333333,0.8333333333333334,4.0,0.3395085272246153,0.0,48,12
sequence_v4,50,45,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3012690964123222,0.0,48,12
sequence_v4,50,45,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2783886241104344,0.0,32,8
sequence_v4,50,45,normal_staggered,profile_poisoning_chain,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.08333333333333333,5.0,0.34191523514379574,1.0,48,12
hardened_v3_event,50,45,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29682131129267475,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3212521277259757,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.34123834466886976,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29151883939660733,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26627259288122035,0.0,32,8
hardened_v3_event,50,45,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.33642179602533,1.0,48,12
sequence_v4,50,45,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29682131129267475,0.0,48,12
sequence_v4,50,45,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3212521277259757,0.0,48,12
sequence_v4,50,45,normal_nat_burst,session_replay_chain,0.3125,1.0,0.25,1.0,4.0,0.34123834466886976,0.0,48,12
sequence_v4,50,45,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29151883939660733,0.0,48,12
sequence_v4,50,45,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26627259288122035,0.0,32,8
sequence_v4,50,45,normal_nat_burst,profile_poisoning_chain,0.08333333333333333,0.25,0.08333333333333333,0.25,5.0,0.33642179602533,1.0,48,12
hardened_v3_event,50,46,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.31222298361796563,0.0,48,12
hardened_v3_event,50,46,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3336773549691954,0.0,48,12
hardened_v3_event,50,46,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3456002649302878,0.0,48,12
hardened_v3_event,50,46,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3103478303755017,0.0,48,12
hardened_v3_event,50,46,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2831858974253416,0.0,32,8
hardened_v3_event,50,46,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.34805146410215904,1.0,48,12
sequence_v4,50,46,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.31222298361796563,0.0,48,12
sequence_v4,50,46,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3336773549691954,0.0,48,12
sequence_v4,50,46,normal_staggered,session_replay_chain,0.2708333333333333,0.9166666666666666,0.16666666666666666,0.9166666666666666,4.0,0.3456002649302878,0.0,48,12
sequence_v4,50,46,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3103478303755017,0.0,48,12
sequence_v4,50,46,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2831858974253416,0.0,32,8
sequence_v4,50,46,normal_staggered,profile_poisoning_chain,0.14583333333333334,0.3333333333333333,0.25,0.3333333333333333,5.0,0.34805146410215904,1.0,48,12
hardened_v3_event,50,46,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29512116560998786,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3169721279768946,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3372848084816205,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2883157626283621,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26855032318323513,0.0,32,8
hardened_v3_event,50,46,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.33518365424000635,1.0,48,12
sequence_v4,50,46,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29512116560998786,0.0,48,12
sequence_v4,50,46,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3169721279768946,0.0,48,12
sequence_v4,50,46,normal_nat_burst,session_replay_chain,0.3333333333333333,1.0,0.3333333333333333,1.0,4.0,0.3372848084816205,0.0,48,12
sequence_v4,50,46,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2883157626283621,0.0,48,12
sequence_v4,50,46,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26855032318323513,0.0,32,8
sequence_v4,50,46,normal_nat_burst,profile_poisoning_chain,0.10416666666666667,0.3333333333333333,0.08333333333333333,0.3333333333333333,5.0,0.33518365424000635,1.0,48,12
hardened_v3_event,100,42,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3057873471285855,0.0,48,12
hardened_v3_event,100,42,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.32804358939351735,0.0,48,12
hardened_v3_event,100,42,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.33628086250318695,0.0,48,12
hardened_v3_event,100,42,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29767928988689674,0.0,48,12
hardened_v3_event,100,42,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2775452409944185,0.0,32,8
hardened_v3_event,100,42,normal_staggered,profile_poisoning_chain,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.0,5.0,0.3384397397526017,1.0,48,12
sequence_v4,100,42,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3057873471285855,0.0,48,12
sequence_v4,100,42,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.32804358939351735,0.0,48,12
sequence_v4,100,42,normal_staggered,session_replay_chain,0.22916666666666666,0.75,0.16666666666666666,0.75,4.0,0.33628086250318695,0.0,48,12
sequence_v4,100,42,normal_staggered,gradual_exfiltration,0.020833333333333332,0.08333333333333333,0.0,0.08333333333333333,5.0,0.29767928988689674,0.0,48,12
sequence_v4,100,42,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2775452409944185,0.0,32,8
sequence_v4,100,42,normal_staggered,profile_poisoning_chain,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,5.0,0.3384397397526017,1.0,48,12
hardened_v3_event,100,42,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3078239572097171,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.33105691333972914,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.35018394386184853,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3004475340316908,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.28012964351968817,0.0,32,8
hardened_v3_event,100,42,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3458534832554136,1.0,48,12
sequence_v4,100,42,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3078239572097171,0.0,48,12
sequence_v4,100,42,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.33105691333972914,0.0,48,12
sequence_v4,100,42,normal_nat_burst,session_replay_chain,0.3541666666666667,1.0,0.4166666666666667,1.0,4.0,0.35018394386184853,0.0,48,12
sequence_v4,100,42,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.3004475340316908,0.0,48,12
sequence_v4,100,42,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.28012964351968817,0.0,32,8
sequence_v4,100,42,normal_nat_burst,profile_poisoning_chain,0.16666666666666666,0.4166666666666667,0.25,0.4166666666666667,5.0,0.3458534832554136,1.0,48,12
hardened_v3_event,100,43,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3068511469042507,0.0,48,12
hardened_v3_event,100,43,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3299749454170909,0.0,48,12
hardened_v3_event,100,43,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3362362616240689,0.0,48,12
hardened_v3_event,100,43,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.30081525282152133,0.0,48,12
hardened_v3_event,100,43,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2773432486531838,0.0,32,8
hardened_v3_event,100,43,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.34072674178300194,1.0,48,12
sequence_v4,100,43,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3068511469042507,0.0,48,12
sequence_v4,100,43,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3299749454170909,0.0,48,12
sequence_v4,100,43,normal_staggered,session_replay_chain,0.2708333333333333,0.8333333333333334,0.25,0.8333333333333334,4.0,0.3362362616240689,0.0,48,12
sequence_v4,100,43,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.30081525282152133,0.0,48,12
sequence_v4,100,43,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2773432486531838,0.0,32,8
sequence_v4,100,43,normal_staggered,profile_poisoning_chain,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.0,0.34072674178300194,1.0,48,12
hardened_v3_event,100,43,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29329839049685147,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3175685099050967,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.33855025415404577,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.28644872253012954,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26962409170882085,0.0,32,8
hardened_v3_event,100,43,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3332905363056994,1.0,48,12
sequence_v4,100,43,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29329839049685147,0.0,48,12
sequence_v4,100,43,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3175685099050967,0.0,48,12
sequence_v4,100,43,normal_nat_burst,session_replay_chain,0.25,0.75,0.25,0.75,4.0,0.33855025415404577,0.0,48,12
sequence_v4,100,43,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.28644872253012954,0.0,48,12
sequence_v4,100,43,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26962409170882085,0.0,32,8
sequence_v4,100,43,normal_nat_burst,profile_poisoning_chain,0.10416666666666667,0.3333333333333333,0.16666666666666666,0.25,5.0,0.3332905363056994,1.0,48,12
hardened_v3_event,100,44,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29761963947011855,0.0,48,12
hardened_v3_event,100,44,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3211572508765375,0.0,48,12
hardened_v3_event,100,44,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3314381271404712,0.0,48,12
hardened_v3_event,100,44,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2914724943915738,0.0,48,12
hardened_v3_event,100,44,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.272844868671882,0.0,32,8
hardened_v3_event,100,44,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.33164396599257967,1.0,48,12
sequence_v4,100,44,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.29761963947011855,0.0,48,12
sequence_v4,100,44,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3211572508765375,0.0,48,12
sequence_v4,100,44,normal_staggered,session_replay_chain,0.25,0.8333333333333334,0.16666666666666666,0.8333333333333334,4.0,0.3314381271404712,0.0,48,12
sequence_v4,100,44,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2914724943915738,0.0,48,12
sequence_v4,100,44,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.272844868671882,0.0,32,8
sequence_v4,100,44,normal_staggered,profile_poisoning_chain,0.0625,0.25,0.0,0.25,5.0,0.33164396599257967,1.0,48,12
hardened_v3_event,100,44,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.2950238348028284,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3183128726430682,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3390142493538982,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.28777735772605045,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26684507735343144,0.0,32,8
hardened_v3_event,100,44,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3357611543862458,1.0,48,12
sequence_v4,100,44,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.2950238348028284,0.0,48,12
sequence_v4,100,44,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3183128726430682,0.0,48,12
sequence_v4,100,44,normal_nat_burst,session_replay_chain,0.20833333333333334,0.6666666666666666,0.16666666666666666,0.6666666666666666,4.0,0.3390142493538982,0.0,48,12
sequence_v4,100,44,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.28777735772605045,0.0,48,12
sequence_v4,100,44,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.26684507735343144,0.0,32,8
sequence_v4,100,44,normal_nat_burst,profile_poisoning_chain,0.0625,0.16666666666666666,0.08333333333333333,0.16666666666666666,5.0,0.3357611543862458,1.0,48,12
hardened_v3_event,100,45,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3042321692570525,0.0,48,12
hardened_v3_event,100,45,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3283817303415168,0.0,48,12
hardened_v3_event,100,45,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.33862779827781003,0.0,48,12
hardened_v3_event,100,45,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29558074533652984,0.0,48,12
hardened_v3_event,100,45,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27534953989823324,0.0,32,8
hardened_v3_event,100,45,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3384351022704189,1.0,48,12
sequence_v4,100,45,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3042321692570525,0.0,48,12
sequence_v4,100,45,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3283817303415168,0.0,48,12
sequence_v4,100,45,normal_staggered,session_replay_chain,0.2916666666666667,0.8333333333333334,0.3333333333333333,0.8333333333333334,4.0,0.33862779827781003,0.0,48,12
sequence_v4,100,45,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29558074533652984,0.0,48,12
sequence_v4,100,45,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27534953989823324,0.0,32,8
sequence_v4,100,45,normal_staggered,profile_poisoning_chain,0.0625,0.16666666666666666,0.08333333333333333,0.16666666666666666,5.0,0.3384351022704189,1.0,48,12
hardened_v3_event,100,45,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.30340364140973064,0.0,48,12
hardened_v3_event,100,45,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3265983332102292,0.0,48,12
hardened_v3_event,100,45,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.34540679598151075,0.0,48,12
hardened_v3_event,100,45,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2944671613674921,0.0,48,12
hardened_v3_event,100,45,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27433747488200516,0.0,32,8
hardened_v3_event,100,45,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3426593023411073,1.0,48,12
sequence_v4,100,45,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.30340364140973064,0.0,48,12
sequence_v4,100,45,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3265983332102292,0.0,48,12
sequence_v4,100,45,normal_nat_burst,session_replay_chain,0.2708333333333333,0.75,0.3333333333333333,0.75,4.0,0.34540679598151075,0.0,48,12
sequence_v4,100,45,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2944671613674921,0.0,48,12
sequence_v4,100,45,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27433747488200516,0.0,32,8
sequence_v4,100,45,normal_nat_burst,profile_poisoning_chain,0.10416666666666667,0.4166666666666667,0.16666666666666666,0.25,5.0,0.3426593023411073,1.0,48,12
hardened_v3_event,100,46,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3091962778953035,0.0,48,12
hardened_v3_event,100,46,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.332657497815462,0.0,48,12
hardened_v3_event,100,46,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.33996165234983683,0.0,48,12
hardened_v3_event,100,46,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.30193653354411043,0.0,48,12
hardened_v3_event,100,46,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27950872105964664,0.0,32,8
hardened_v3_event,100,46,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.34125573703007966,1.0,48,12
sequence_v4,100,46,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3091962778953035,0.0,48,12
sequence_v4,100,46,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.332657497815462,0.0,48,12
sequence_v4,100,46,normal_staggered,session_replay_chain,0.3125,0.9166666666666666,0.3333333333333333,0.9166666666666666,4.0,0.33996165234983683,0.0,48,12
sequence_v4,100,46,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.30193653354411043,0.0,48,12
sequence_v4,100,46,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27950872105964664,0.0,32,8
sequence_v4,100,46,normal_staggered,profile_poisoning_chain,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.0,0.34125573703007966,1.0,48,12
hardened_v3_event,100,46,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3057239341298128,0.0,48,12
hardened_v3_event,100,46,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.32729673315583624,0.0,48,12
hardened_v3_event,100,46,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.35078372615798975,0.0,48,12
hardened_v3_event,100,46,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2992675713060288,0.0,48,12
hardened_v3_event,100,46,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27927627464738514,0.0,32,8
hardened_v3_event,100,46,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.34771676551909564,1.0,48,12
sequence_v4,100,46,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.3057239341298128,0.0,48,12
sequence_v4,100,46,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.32729673315583624,0.0,48,12
sequence_v4,100,46,normal_nat_burst,session_replay_chain,0.2916666666666667,0.8333333333333334,0.3333333333333333,0.8333333333333334,4.0,0.35078372615798975,0.0,48,12
sequence_v4,100,46,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2992675713060288,0.0,48,12
sequence_v4,100,46,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27927627464738514,0.0,32,8
sequence_v4,100,46,normal_nat_burst,profile_poisoning_chain,0.14583333333333334,0.4166666666666667,0.16666666666666666,0.4166666666666667,5.0,0.34771676551909564,1.0,48,12
hardened_v3_event,500,42,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.30256661739838475,0.0,48,12
hardened_v3_event,500,42,normal_staggered,slow_credential_probe,0.020833333333333332,0.08333333333333333,0.0,0.08333333333333333,5.0,0.3256803581619658,0.0,48,12
hardened_v3_event,500,42,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.334498572972653,0.0,48,12
hardened_v3_event,500,42,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29531983866583783,0.0,48,12
hardened_v3_event,500,42,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27681798320128204,0.0,32,8
hardened_v3_event,500,42,normal_staggered,profile_poisoning_chain,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.0,5.0,0.33679618448309884,1.0,48,12
sequence_v4,500,42,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.30256661739838475,0.0,48,12
sequence_v4,500,42,normal_staggered,slow_credential_probe,0.020833333333333332,0.08333333333333333,0.0,0.08333333333333333,5.0,0.3256803581619658,0.0,48,12
sequence_v4,500,42,normal_staggered,session_replay_chain,0.1875,0.5,0.25,0.5,4.5,0.334498572972653,0.0,48,12
sequence_v4,500,42,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.29531983866583783,0.0,48,12
sequence_v4,500,42,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.27681798320128204,0.0,32,8
sequence_v4,500,42,normal_staggered,profile_poisoning_chain,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,5.0,0.33679618448309884,1.0,48,12
hardened_v3_event,500,42,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.27884825643001004,0.0,48,12
hardened_v3_event,500,42,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3016480775825768,0.0,48,12
hardened_v3_event,500,42,normal_nat_burst,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.33846658080304975,0.0,48,12
hardened_v3_event,500,42,normal_nat_burst,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.27147571593462744,0.0,48,12
hardened_v3_event,500,42,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2708520865436018,0.0,32,8
hardened_v3_event,500,42,normal_nat_burst,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.33442598538312956,1.0,48,12
sequence_v4,500,42,normal_nat_burst,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.27884825643001004,0.0,48,12
sequence_v4,500,42,normal_nat_burst,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3016480775825768,0.0,48,12
sequence_v4,500,42,normal_nat_burst,session_replay_chain,0.3125,0.8333333333333334,0.4166666666666667,0.8333333333333334,4.0,0.33846658080304975,0.0,48,12
sequence_v4,500,42,normal_nat_burst,gradual_exfiltration,0.020833333333333332,0.08333333333333333,0.0,0.08333333333333333,5.0,0.27147571593462744,0.0,48,12
sequence_v4,500,42,normal_nat_burst,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2708520865436018,0.0,32,8
sequence_v4,500,42,normal_nat_burst,profile_poisoning_chain,0.14583333333333334,0.4166666666666667,0.08333333333333333,0.4166666666666667,5.0,0.33442598538312956,1.0,48,12
hardened_v3_event,500,43,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.2943275686059322,0.0,48,12
hardened_v3_event,500,43,normal_staggered,slow_credential_probe,0.0,0.0,0.0,0.0,5.0,0.3175603452415435,0.0,48,12
hardened_v3_event,500,43,normal_staggered,session_replay_chain,0.0,0.0,0.0,0.0,5.0,0.3264615917282713,0.0,48,12
hardened_v3_event,500,43,normal_staggered,gradual_exfiltration,0.0,0.0,0.0,0.0,5.0,0.2853506464236084,0.0,48,12
hardened_v3_event,500,43,normal_staggered,distributed_lateral_drift,0.0,0.0,0.0,0.0,5.0,0.2711960180490266,0.0,32,8
hardened_v3_event,500,43,normal_staggered,profile_poisoning_chain,0.0,0.0,0.0,0.0,5.0,0.3293631369245928,1.0,48,12
sequence_v4,500,43,normal_staggered,stealth_mimicry_ato,0.0,0.0,0.0,0.0,5.0,0.2943275686059322,0.0,48,12
